,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
410,2POINT,4,1:21,Garland 11' Driving Floating Jump Shot (25 PTS),94 - 104,10,Darius Garland,CLE,,,,
411,3POINT.ASSIST,4,1:03,Jal. Williams 25' 3PT Jump Shot (17 PTS) (Gilgeous-Alexander 8 AST),94 - 107,13,Jalen Williams,OKC,Shai Gilgeous-Alexander,OKC,,
412,2POINTMISS,4,0:52,MISS Mobley 7' Driving Floating Jump Shot,94 - 107,13,Evan Mobley,CLE,,,,
413,REBOUND,4,0:50,Muscala REBOUND (Off:1 Def:4),94 - 107,13,Mike Muscala,OKC,,,,
414,FOUL,4,0:45,Mobley Personal Take Foul (P5.T3) (K.Lane),94 - 107,13,Evan Mobley,CLE,Shai Gilgeous-Alexander,OKC,,
415,SUB,4,0:45,SUB: Giddey FOR Wiggins,94 - 107,13,Aaron Wiggins,OKC,Josh Giddey,OKC,,
416,FOUL,4,0:43,Allen P.FOUL (P1.PN) (K.Lane),94 - 107,13,Jarrett Allen,CLE,Mike Muscala,OKC,,
417,FTMAKE,4,0:43,Muscala Free Throw 1 of 2 (4 PTS),94 - 108,14,Mike Muscala,OKC,,,,
418,SUB,4,0:43,SUB: Wiggins FOR Gilgeous-Alexander,94 - 108,14,Shai Gilgeous-Alexander,OKC,Aaron Wiggins,OKC,,
419,FTMAKE,4,0:43,Muscala Free Throw 2 of 2 (5 PTS),94 - 109,15,Mike Muscala,OKC,,,,
420,3POINT,4,0:38,Garland 27' 3PT Step Back Jump Shot (28 PTS),97 - 109,12,Darius Garland,CLE,,,,
421,FOUL,4,0:34,Stevens P.FOUL (P2.PN) (G.Petraitis),97 - 109,12,Lamar Stevens,CLE,Josh Giddey,OKC,,
422,FTMISS,4,0:34,MISS Giddey Free Throw 1 of 2,97 - 109,12,Josh Giddey,OKC,,,,
423,REBOUND,4,0:34,THUNDER Rebound,97 - 109,12,,,,,,
424,FTMAKE,4,0:34,Giddey Free Throw 2 of 2 (13 PTS),97 - 110,13,Josh Giddey,OKC,,,,
425,3POINT,4,0:31,Garland 31' 3PT Pullup Jump Shot (31 PTS),100 - 110,10,Darius Garland,CLE,,,,
426,FOUL,4,0:28,Stevens Personal Take Foul (P3.PN) (K.Lane),100 - 110,10,Lamar Stevens,CLE,Josh Giddey,OKC,,
427,FTMAKE,4,0:28,Giddey Free Throw 1 of 2 (14 PTS),100 - 111,11,Josh Giddey,OKC,,,,
428,FTMAKE,4,0:28,Giddey Free Throw 2 of 2 (15 PTS),100 - 112,12,Josh Giddey,OKC,,,,
429,2POINTMISS,4,0:23,MISS Garland 2' Running Layup,100 - 112,12,Darius Garland,CLE,,,,
430,REBOUND,4,0:19,Muscala REBOUND (Off:1 Def:5),100 - 112,12,Mike Muscala,OKC,,,,
431,ENDOFPERIOD,4,0:00,End of 4th Period (10:16 PM EST),100 - 112,12,,,,,,
