,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
411,FTMISS,4,5:39,MISS Achiuwa Free Throw 1 of 2,105 - 110,5,Precious Achiuwa,TOR,,,,
412,REBOUND,4,5:39,Raptors Rebound,105 - 110,5,,,,,,
413,FTMAKE,4,5:39,Achiuwa Free Throw 2 of 2 (15 PTS),106 - 110,4,Precious Achiuwa,TOR,,,,
414,2POINT.ASSIST,4,5:21,Looney 6' Cutting Layup Shot (10 PTS) (Curry 10 AST),106 - 112,6,Kevon Looney,GSW,Stephen Curry,GSW,,
415,2POINTMISS,4,4:56,MISS Barnes 5' Cutting Layup Shot,106 - 112,6,Scottie Barnes,TOR,,,,
416,REBOUND,4,4:55,Lamb REBOUND (Off:0 Def:2),106 - 112,6,Anthony Lamb,GSW,,,,
417,SUB,4,4:43,SUB: D. Green FOR Kuminga,106 - 112,6,Jonathan Kuminga,GSW,Draymond Green,GSW,,
418,SUB,4,4:43,SUB: Thompson FOR Lamb,106 - 112,6,Anthony Lamb,GSW,Klay Thompson,GSW,,
419,TIMEOUT,4,4:43,WARRIORS Timeout: Regular (Full 5 Short 0),106 - 112,6,,,,,,
420,FOUL,4,4:39,VanVleet S.FOUL (P4.T3) (B.Barnaky),106 - 112,6,Fred VanVleet,TOR,Stephen Curry,GSW,,
421,FTMAKE,4,4:39,Curry Free Throw 1 of 2 (29 PTS),106 - 113,7,Stephen Curry,GSW,,,,
422,FTMAKE,4,4:39,Curry Free Throw 2 of 2 (30 PTS),106 - 114,8,Stephen Curry,GSW,,,,
423,2POINT,4,4:23,Barnes 9' Driving Floating Jump Shot (21 PTS),108 - 114,6,Scottie Barnes,TOR,,,,
424,2POINTMISS.BLOCK,4,4:01,MISS Thompson 8' Fadeaway JumperBarnes BLOCK (2 BLK),108 - 114,6,Klay Thompson,GSW,,,Scottie Barnes,TOR
425,REBOUND,4,4:00,WARRIORS Rebound,108 - 114,6,,,,,,
426,3POINTMISS,4,3:57,MISS D. Green 29' 3PT Jump Shot,108 - 114,6,Draymond Green,GSW,,,,
427,REBOUND,4,3:57,WARRIORS Rebound,108 - 114,6,,,,,,
428,TURNOVER,4,3:57,WARRIORS Turnover: Shot Clock (T#13),108 - 114,6,,,,,,
429,TURNOVER,4,3:43,Barnes Out of Bounds - Bad Pass Turnover Turnover (P2.T10),108 - 114,6,Scottie Barnes,TOR,,,,
430,3POINT.ASSIST,4,3:33,Curry 28' 3PT Pullup Jump Shot (33 PTS) (DiVincenzo 10 AST),108 - 117,9,Stephen Curry,GSW,Donte DiVincenzo,GSW,,
431,TIMEOUT,4,3:29,Raptors Timeout: Regular (Reg.5 Short 0),108 - 117,9,,,,,,
432,2POINT.ASSIST,4,3:05,Achiuwa 6' Driving Layup (17 PTS) (VanVleet 9 AST),110 - 117,7,Precious Achiuwa,TOR,Fred VanVleet,TOR,,
433,2POINT.ASSIST,4,2:39,Looney 6' Cutting Layup Shot (12 PTS) (Thompson 1 AST),110 - 119,9,Kevon Looney,GSW,Klay Thompson,GSW,,
434,FOUL,4,2:30,Looney P.FOUL (P6.T4) (B.Barnaky),110 - 119,9,Kevon Looney,GSW,Pascal Siakam,TOR,,
435,SUB,4,2:30,SUB: Kuminga FOR Looney,110 - 119,9,Kevon Looney,GSW,Jonathan Kuminga,GSW,,
436,2POINT,4,2:19,Trent Jr. 9' Driving Floating Jump Shot (17 PTS),112 - 119,7,Gary Trent Jr.,TOR,,,,
437,3POINT.ASSIST,4,2:01,Thompson 3PT Jump Shot (29 PTS) (DiVincenzo 11 AST),112 - 122,10,Klay Thompson,GSW,Donte DiVincenzo,GSW,,
438,2POINT,4,1:53,VanVleet 4' Driving Layup (28 PTS),114 - 122,8,Fred VanVleet,TOR,,,,
439,3POINT.ASSIST,4,1:43,DiVincenzo 3PT Jump Shot (10 PTS) (Curry 11 AST),114 - 125,11,Donte DiVincenzo,GSW,Stephen Curry,GSW,,
440,2POINT.ASSIST,4,1:31,Barnes 5' Turnaround Hook Shot (23 PTS) (VanVleet 10 AST),116 - 125,9,Scottie Barnes,TOR,Fred VanVleet,TOR,,
441,FOUL,4,1:31,Kuminga S.FOUL (P3.PN) (B.Barnaky),116 - 125,9,Jonathan Kuminga,GSW,Scottie Barnes,TOR,,
442,FTMAKE,4,1:31,Barnes Free Throw 1 of 1 (24 PTS),117 - 125,8,Scottie Barnes,TOR,,,,
443,2POINT,4,1:17,Curry 3' Driving Reverse Layup (35 PTS),117 - 127,10,Stephen Curry,GSW,,,,
444,TIMEOUT,4,1:17,Raptors Timeout: Regular (Reg.6 Short 0),117 - 127,10,,,,,,
445,3POINTMISS,4,1:12,MISS Trent Jr. 26' 3PT Pullup Jump Shot,117 - 127,10,Gary Trent Jr.,TOR,,,,
446,REBOUND,4,1:10,Curry REBOUND (Off:0 Def:7),117 - 127,10,Stephen Curry,GSW,,,,
447,3POINTMISS,4,0:51,MISS Curry 28' 3PT Jump Shot,117 - 127,10,Stephen Curry,GSW,,,,
448,REBOUND,4,0:48,DiVincenzo REBOUND (Off:1 Def:2),117 - 127,10,Donte DiVincenzo,GSW,,,,
449,2POINT,4,0:48,DiVincenzo 4' Putback Layup (12 PTS),117 - 129,12,Donte DiVincenzo,GSW,,,,
450,3POINTMISS,4,0:41,MISS VanVleet 29' 3PT Pullup Jump Shot,117 - 129,12,Fred VanVleet,TOR,,,,
451,REBOUND,4,0:41,D. Green REBOUND (Off:0 Def:7),117 - 129,12,Draymond Green,GSW,,,,
452,TURNOVER,4,0:14,WARRIORS Turnover: Shot Clock (T#14),117 - 129,12,,,,,,
453,ENDOFPERIOD,4,0:00,End of 4th Period (12:20 AM EST),117 - 129,12,,,,,,
