,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
413,FOUL,4,4:19,Green Offensive Charge Foul (P5) (M.Kallio),131 - 125,-6,Josh Green,DAL,Trae Young,ATL,,
414,TURNOVER,4,4:19,Green Offensive Foul Turnover (P3.T12),131 - 125,-6,Josh Green,DAL,,,,
415,2POINT,4,4:10,Murray 3' Driving Layup (21 PTS),131 - 127,-4,Dejounte Murray,ATL,,,,
416,3POINTMISS,4,3:48,MISS Hardaway Jr. 26' 3PT Jump Shot,131 - 127,-4,Tim Hardaway Jr.,DAL,,,,
417,REBOUND,4,3:45,Murray REBOUND (Off:1 Def:3),131 - 127,-4,Dejounte Murray,ATL,,,,
418,FOUL,4,3:38,Exum P.FOUL (P2.T4) (T.Ford),131 - 127,-4,Dante Exum,DAL,Dejounte Murray,ATL,,
419,3POINTMISS,4,3:33,MISS Murray 25' 3PT Pullup Jump Shot,131 - 127,-4,Dejounte Murray,ATL,,,,
420,REBOUND,4,3:29,Lively II REBOUND (Off:1 Def:9),131 - 127,-4,Dereck Lively II,DAL,,,,
421,3POINT.ASSIST,4,3:18,Hardaway Jr. 3PT Jump Shot (11 PTS) (Green 4 AST),134 - 127,-7,Tim Hardaway Jr.,DAL,Josh Green,DAL,,
422,2POINTMISS.BLOCK,4,3:01,MISS Murray 6' Driving Finger Roll LayupLively II BLOCK (4 BLK),134 - 127,-7,Dejounte Murray,ATL,,,Dereck Lively II,DAL
423,REBOUND,4,2:59,Doncic REBOUND (Off:0 Def:10),134 - 127,-7,Luka Doncic,DAL,,,,
424,2POINT,4,2:58,Doncic 2' Running Layup (69 PTS),136 - 127,-9,Luka Doncic,DAL,,,,
425,FOUL,4,2:58,Murray S.FOUL (P3.PN) (T.Ford),136 - 127,-9,Dejounte Murray,ATL,Luka Doncic,DAL,,
426,FTMAKE,4,2:58,Doncic Free Throw 1 of 1 (70 PTS),137 - 127,-10,Luka Doncic,DAL,,,,
427,FOUL,4,2:52,Lively II S.FOUL (P4.PN) (T.Ford),137 - 127,-10,Dereck Lively II,DAL,Trae Young,ATL,,
428,FTMISS,4,2:52,MISS Young Free Throw 1 of 2,137 - 127,-10,Trae Young,ATL,,,,
429,REBOUND,4,2:52,HAWKS Rebound,137 - 127,-10,,,,,,
430,FTMAKE,4,2:52,Young Free Throw 2 of 2 (24 PTS),137 - 128,-9,Trae Young,ATL,,,,
431,2POINTMISS,4,2:43,MISS Exum 2' Driving Layup,137 - 128,-9,Dante Exum,DAL,,,,
432,REBOUND,4,2:40,Capela REBOUND (Off:2 Def:5),137 - 128,-9,Clint Capela,ATL,,,,
433,3POINT.ASSIST,4,2:30,Young 25' 3PT Step Back Jump Shot (27 PTS) (Bey 5 AST),137 - 131,-6,Trae Young,ATL,Saddiq Bey,ATL,,
434,2POINTMISS,4,2:16,MISS Green Cutting Layup Shot,137 - 131,-6,Josh Green,DAL,,,,
435,REBOUND,4,2:15,HAWKS Rebound,137 - 131,-6,,,,,,
436,2POINT,4,2:02,Johnson 7' Driving Floating Jump Shot (23 PTS),137 - 133,-4,Jalen Johnson,ATL,,,,
437,2POINTMISS,4,1:44,MISS Hardaway Jr. 7' Driving Floating Jump Shot,137 - 133,-4,Tim Hardaway Jr.,DAL,,,,
438,REBOUND,4,1:40,Murray REBOUND (Off:1 Def:4),137 - 133,-4,Dejounte Murray,ATL,,,,
439,FOUL,4,1:39,Doncic S.FOUL (P1.PN) (T.Ford),137 - 133,-4,Luka Doncic,DAL,Dejounte Murray,ATL,,
440,FTMISS,4,1:39,MISS Murray Free Throw 1 of 2,137 - 133,-4,Dejounte Murray,ATL,,,,
441,REBOUND,4,1:39,HAWKS Rebound,137 - 133,-4,,,,,,
442,TIMEOUT,4,1:39,Mavericks Timeout: Regular (Reg.6 Short 0),137 - 133,-4,,,,,,
443,FTMAKE,4,1:39,Murray Free Throw 2 of 2 (22 PTS),137 - 134,-3,Dejounte Murray,ATL,,,,
444,3POINTMISS,4,1:23,MISS Hardaway Jr. 3PT Jump Shot,137 - 134,-3,Tim Hardaway Jr.,DAL,,,,
445,REBOUND,4,1:19,Lively II REBOUND (Off:2 Def:9),137 - 134,-3,Dereck Lively II,DAL,,,,
446,3POINT.ASSIST,4,1:16,Exum 25' 3PT Jump Shot (9 PTS) (Doncic 7 AST),140 - 134,-6,Dante Exum,DAL,Luka Doncic,DAL,,
447,2POINT.ASSIST,4,1:09,Johnson 9' Floating Jump Shot (25 PTS) (Murray 6 AST),140 - 136,-4,Jalen Johnson,ATL,Dejounte Murray,ATL,,
448,2POINT,4,0:58,Doncic 2' Driving Layup (72 PTS),142 - 136,-6,Luka Doncic,DAL,,,,
449,FOUL,4,0:58,Johnson S.FOUL (P6.PN) (T.Ford),142 - 136,-6,Jalen Johnson,ATL,Luka Doncic,DAL,,
450,SUB,4,0:58,SUB: Bogdanovic FOR Johnson,142 - 136,-6,Jalen Johnson,ATL,Bogdan Bogdanovic,ATL,,
451,FTMAKE,4,0:58,Doncic Free Throw 1 of 1 (73 PTS),143 - 136,-7,Luka Doncic,DAL,,,,
452,2POINT.ASSIST,4,0:51,Capela 1' Cutting Dunk Shot (10 PTS) (Murray 7 AST),143 - 138,-5,Clint Capela,ATL,Dejounte Murray,ATL,,
453,3POINT.ASSIST,4,0:36,Green 3PT Jump Shot (21 PTS) (Lively II 4 AST),146 - 138,-8,Josh Green,DAL,Dereck Lively II,DAL,,
454,TIMEOUT,4,0:36,HAWKS Timeout: Regular (Full 5 Short 0),146 - 138,-8,,,,,,
455,3POINTMISS,4,0:32,MISS Murray 26' 3PT Pullup Jump Shot,146 - 138,-8,Dejounte Murray,ATL,,,,
456,REBOUND,4,0:28,Capela REBOUND (Off:3 Def:5),146 - 138,-8,Clint Capela,ATL,,,,
457,2POINTMISS,4,0:27,MISS Bogdanovic 21' Jump Shot,146 - 138,-8,Bogdan Bogdanovic,ATL,,,,
458,REBOUND,4,0:23,Bey REBOUND (Off:2 Def:4),146 - 138,-8,Saddiq Bey,ATL,,,,
459,FOUL,4,0:23,Lively II S.FOUL (P5.PN) (P.Ransom),146 - 138,-8,Dereck Lively II,DAL,Saddiq Bey,ATL,,
460,FTMAKE,4,0:23,Bey Free Throw 1 of 2 (15 PTS),146 - 139,-7,Saddiq Bey,ATL,,,,
461,FTMAKE,4,0:23,Bey Free Throw 2 of 2 (16 PTS),146 - 140,-6,Saddiq Bey,ATL,,,,
462,TURNOVER,4,0:15,Hardaway Jr. Out of Bounds - Bad Pass Turnover Turnover (P2.T13),146 - 140,-6,Tim Hardaway Jr.,DAL,,,,
463,3POINT,4,0:10,Young 25' 3PT Pullup Jump Shot (30 PTS),146 - 143,-3,Trae Young,ATL,,,,
464,FOUL,4,0:05,Bogdanovic Personal Take Foul (P2.PN) (T.Ford),146 - 143,-3,Bogdan Bogdanovic,ATL,Tim Hardaway Jr.,DAL,,
465,FTMAKE,4,0:05,Hardaway Jr. Free Throw 1 of 2 (12 PTS),147 - 143,-4,Tim Hardaway Jr.,DAL,,,,
466,FTMAKE,4,0:05,Hardaway Jr. Free Throw 2 of 2 (13 PTS),148 - 143,-5,Tim Hardaway Jr.,DAL,,,,
467,TIMEOUT,4,0:05,HAWKS Timeout: Regular (Full 6 Short 0),148 - 143,-5,,,,,,
468,3POINTMISS,4,0:02,MISS Bogdanovic 26' 3PT Jump Shot,148 - 143,-5,Bogdan Bogdanovic,ATL,,,,
469,REBOUND,4,0:02,Bey REBOUND (Off:3 Def:4),148 - 143,-5,Saddiq Bey,ATL,,,,
470,2POINTMISS,4,0:02,MISS Bey Tip Layup Shot,148 - 143,-5,Saddiq Bey,ATL,,,,
471,REBOUND,4,0:00,HAWKS Rebound,148 - 143,-5,,,,,,
472,ENDOFPERIOD,4,0:00,End of 4th Period (9:36 PM EST),148 - 143,-5,,,,,,
